1,2,3,4,5
-5.206818385725036,-1.7267451620514134,0.0,-4.272203069480942,-9.12415962533567
-8.42743575609992,-4.445103174062906,1.0,-6.948373563188889,-6.846939520399138
3.109304249318704,-4.730333251597663,0.0,-7.044463796928378,8.747856935356161
-6.277994999076513,4.1222361621772805,0.0,-3.8307604065141287,-1.914923377009277
-7.81054388270851,-1.1978656256776343,1.0,1.6572904861093107,3.81806044024505
-5.150537383872207,2.8360695602213344,1.0,-7.866030694528627,2.012150366244473
-0.3929261544692721,-9.45994627185712,0.0,-4.186715019878076,-6.413504659221925
-2.6276524673237533,-1.611637978321685,1.0,5.507790326089575,2.099875589195939
-5.954561692802525,-1.567996093483746,1.0,5.448073880941811,-4.109458950189076
9.317100987809638,7.385956429477819,0.0,3.350609763811896,-0.5916027578193184
-1.5011560389617902,-0.8831330504575181,1.0,9.377177834377456,0.2313593752290899
-9.877188026844712,6.6639739397610604,1.0,-5.431842399558578,-9.168982710073871
1.238625762424082,-4.913366415508891,0.0,1.466688763271378,-8.87885868022168
6.46981040734423,-6.920298549108958,1.0,-2.7057954144565706,-9.693995370931026
2.2444444563598687,3.38251007214668,1.0,-9.425830617952244,-8.397574908038417
2.005438712478284,-6.037258113843819,0.0,4.647373068921663,5.177805684995958
-4.168069544131592,-5.251803161102657,0.0,5.049680068294062,0.5841346346030978
-8.192748240576869,5.827045778632316,0.0,-1.9418306160947283,7.840071987545972
1.945237536902692,0.8121551734738972,1.0,9.936348569762686,-2.250047267097724
9.185536951238843,-7.322516995496898,1.0,6.245642049913805,-8.440181202153292
-1.5424715980773946,8.024855524453656,0.0,-0.280006759139189,-3.222248539869317
9.167354700446616,0.1050811333149361,0.0,-5.423676834170744,5.440926983842447
8.234239633478005,7.409206282595836,0.0,-0.8658313513298648,6.791013289906712
7.671038298079512,5.844110305281184,1.0,-8.662030677264752,5.46350536761538
-4.96182703371038,-8.638875214067816,1.0,1.0347291036198474,-4.327768884598815
-7.705187903800413,1.569124095438534,1.0,9.7716913497466,9.09347103168069
3.018020532208068,-8.501946009159642,1.0,-1.912601634509418,-6.845944532345262
-9.126447365203743,-7.842201437057192,0.0,3.57280768315988,-8.559716943103178
-9.084619654687302,-4.756699432940401,1.0,-4.9542210684146015,5.60769825374032
-7.049493498597701,0.5864638575635333,1.0,4.268887333725612,7.391590448195686
-3.3032473483570097,-1.0039568408245696,0.0,5.130639854811674,-6.47919929557168
-1.1307021162147493,3.12907364986337,0.0,-4.565874429638281,4.459991810339838
6.772474044039317,-5.27113507628882,1.0,2.375263812468468,9.521528087756105
4.826722649084905,4.196831817710232,1.0,-1.256390284977984,-9.237001441127656
-8.49445440334531,-8.435078006190624,0.0,5.331821012123166,3.7736685295736105
-0.4770958667259641,5.541638698310509,0.0,-8.820781524745254,1.3726941696247792
-0.4666459484516139,-4.55379605080203,1.0,6.582297767655653,1.0129578263692736
2.4747911233180417,4.240699028369875,0.0,-4.593857916874899,7.974628296723637
-7.436941444655227,9.494041850380729,1.0,4.494862815785412,6.796729345545572
9.075820601746294,-3.8775896557021374,0.0,3.964254855278624,-9.17530023684841
6.09082578506937,1.2702546990274897,0.0,4.118208366566375,-7.328792664674035
5.239675953811885,5.67501967127977,0.0,-4.636224691045867,9.528554537522783
4.093384147731269,-5.177276193241496,0.0,5.6011619373599615,1.953390502794221
-9.545308559017656,6.2767259848008266,0.0,1.2584487259128174,2.232865437194833
-3.957440016474018,0.7465093493058195,1.0,-0.5440462931344676,-7.787662792144814
-0.1310764257837142,3.69662375284862,0.0,2.276051152373938,-1.6781489270184338
-9.40972379356494,0.4441981567786239,1.0,-6.486254936719728,-2.968859619562658
-1.0630136517518665,1.5080964648081103,1.0,-6.466837572406108,3.0331954827858105
1.3106217562356708,-4.13824345051788,1.0,8.759160574638319,2.6216491734956726
-3.926193954923505,-2.8921717275258496,1.0,8.336590456029807,-8.877183901472897
1.789091671314324,8.39232592262363,0.0,-0.9206214001206536,9.316352063272303
-0.8328595458321804,-8.21922930164134,1.0,8.133413583924543,2.351018865958705
7.038318173042693,-6.515568723758875,0.0,-5.902024498563443,7.7063899272178915
8.74061603269572,1.2478761747506226,0.0,9.763806597013064,-0.2031620771672528
1.1020463923471269,2.2048478136578997,1.0,9.796321116150692,-3.273596371301557
-4.028827066742422,-2.281687402635777,1.0,2.9237516901914606,8.484750417801322
-8.143692923009915,0.7015095452994018,0.0,-6.761091608883987,-1.5154339008353863
-8.259154231708706,-2.175114557742946,1.0,4.489233381065104,-6.055362128307977
-7.902329349403708,8.111660237825578,1.0,5.283778195442316,-2.9165837926681304
9.451218430787875,2.8357478518972883,1.0,-9.30445296759958,9.277854010975204
1.341094253243153,-3.10930541798588,0.0,-5.35308799281699,-5.774092575808512
-8.801290050065074,1.6763600361996538,1.0,4.884764817322974,7.746201941415933
-7.255101827319345,-7.604435411620569,0.0,9.199777802592584,0.3104786995371356
3.4470732759910288,-3.671033697950548,1.0,2.901216217261606,-5.799825002344104
